packetnr,hk,lat,lon,alt,hh,mm,ss,nsat,p,H,T,ntc,bat,yaw,pitch,roll,rssi
1875,0,78.22277832,15.65243912,15.0,10,48,46,9,1006.88,36,20.38,1554,2509,-23,-3,20,-88
1876,0,78.22277832,15.65244293,14.9,10,48,47,9,1006.91,36,20.36,1556,2509,-23,-3,20,-88
1877,0,78.22277832,15.65244293,14.9,10,48,48,9,1006.91,36,20.33,1559,2509,-23,-3,20,-88
1878,0,78.22277832,15.65243912,14.9,10,48,49,9,1006.91,36,20.31,1561,2510,-23,-3,20,-88
1879,0,78.22277832,15.65243149,14.9,10,48,50,9,1006.89,36,20.28,1563,2509,-23,-3,20,-89
1880,0,78.22277832,15.65242767,14.9,10,48,51,9,1006.91,36,20.26,1564,2502,-23,-3,20,-89
1881,0,78.22277832,15.65242767,15.0,10,48,52,9,1006.88,36,20.23,1566,2510,-23,-3,20,-88
1882,0,78.22277832,15.65241241,14.9,10,48,53,9,1006.92,36,20.21,1569,2510,-23,-3,20,-87
1883,0,78.22277832,15.65240097,14.9,10,48,54,9,1006.92,36,20.18,1570,2510,-23,-3,20,-89
1884,0,78.22277832,15.65239334,14.8,10,48,55,9,1006.93,36,20.16,1572,2510,-23,-3,20,-88
1885,0,78.22277832,15.65239334,14.8,10,48,56,9,1006.92,36,20.13,1572,2510,-23,-3,20,-88
1886,0,78.22277832,15.65238571,14.8,10,48,57,9,1006.94,36,20.1,1572,2511,-23,-3,20,-87
1887,0,78.22277832,15.65237427,14.8,10,48,58,9,1006.92,36,20.07,1572,2506,-23,-3,20,-88
1888,0,78.22277832,15.65236282,14.8,10,48,59,9,1006.9,36,20.05,1573,2510,-23,-3,20,-87
1889,0,78.22277832,15.65234375,14.8,10,49,0,9,1006.9,36,20.03,1574,2509,-23,-3,20,-88
1890,0,78.22277832,15.65234756,14.8,10,49,1,9,1006.93,36,20.0,1574,2508,-23,-3,20,-88
1891,0,78.22277832,15.65234756,14.8,10,49,2,9,1006.91,36,19.98,1574,2510,-23,-3,20,-88
1892,0,78.22277832,15.65235138,14.9,10,49,3,9,1006.93,36,19.95,1573,2510,-23,-3,20,-88
1893,0,78.22277832,15.65234375,14.9,10,49,4,9,1006.92,36,19.93,1570,2510,-23,-3,20,-89
1894,0,78.22277832,15.65232849,14.9,10,49,5,9,1006.9,36,19.91,1570,2509,-23,-3,20,-88
1895,0,78.22277832,15.65230560,14.9,10,49,6,9,1006.9,36,19.87,1567,2511,-23,-3,20,-90
1896,0,78.22277832,15.65229416,14.9,10,49,7,9,1006.95,36,19.85,1566,2512,-23,-3,20,-91
1897,0,78.22277832,15.65229034,14.9,10,49,8,9,1006.94,37,19.82,1563,2511,-23,-3,20,-88
1898,0,78.22277832,15.65227127,15.0,10,49,9,9,1006.92,37,19.79,1561,2511,-23,-3,20,-91
1899,0,78.22277832,15.65228653,15.0,10,49,10,9,1006.92,37,19.76,1559,2509,-23,-3,20,-89
1900,0,78.22277832,15.65227127,15.0,10,49,11,9,1006.91,37,19.75,1558,2511,-23,-3,20,-89
1901,0,78.22277832,15.65227890,15.0,10,49,12,9,1006.96,37,19.72,1558,2512,-23,-3,20,-89
1902,0,78.22277832,15.65228271,15.1,10,49,13,9,1006.9,37,19.69,1558,2512,-23,-3,20,-89
1903,0,78.22277832,15.65229034,15.1,10,49,14,9,1006.93,37,19.68,1555,2512,-23,-3,20,-88
1904,0,78.22277832,15.65229034,15.2,10,49,15,9,1006.92,37,19.64,1550,2508,-23,-3,20,-90
1905,0,78.22277832,15.65227890,15.1,10,49,16,9,1006.92,37,19.62,1550,2510,-23,-3,20,-90
1906,0,78.22277832,15.65226364,15.1,10,49,17,9,1006.92,37,19.6,1547,2510,-23,-3,20,-91
1907,0,78.22277832,15.65226746,15.2,10,49,18,9,1006.93,37,19.57,1542,2509,-23,-3,20,-88
1908,0,78.22277832,15.65227127,15.2,10,49,19,9,1006.92,37,19.55,1539,2510,-23,-3,20,-89
1909,0,78.22277832,15.65226746,15.2,10,49,20,9,1006.92,37,19.53,1536,2511,-23,-3,20,-90
1910,0,78.22277832,15.65228653,15.3,10,49,21,9,1006.93,37,19.5,1536,2509,-23,-3,20,-89
1911,0,78.22277832,15.65229416,15.3,10,49,22,9,1006.93,37,19.47,1534,2511,-23,-3,20,-88
1912,0,78.22277832,15.65229034,15.3,10,49,23,8,1006.9,37,19.45,1532,2510,-23,-3,20,-89
1913,0,78.22277832,15.65229034,15.3,10,49,24,8,1006.89,37,19.42,1529,2513,-23,-3,20,-90
1914,0,78.22277832,15.65230179,15.3,10,49,25,9,1006.91,37,19.4,1529,2509,-23,-3,20,-91
1915,0,78.22277832,15.65230179,15.3,10,49,26,9,1006.94,37,19.38,1526,2509,-23,-3,20,-90
1916,0,78.22277832,15.65230179,15.3,10,49,27,9,1006.93,37,19.35,1524,2510,-23,-3,20,-90
1917,0,78.22277832,15.65230560,15.3,10,49,28,9,1006.92,37,19.33,1522,2511,-23,-3,20,-90
1918,0,78.22277832,15.65230179,15.3,10,49,29,9,1006.91,37,19.3,1520,2509,-23,-3,20,-89
1919,0,78.22277832,15.65229797,15.3,10,49,30,9,1006.93,37,19.28,1519,2511,-23,-3,20,-89
1920,0,78.22277832,15.65228271,15.2,10,49,31,9,1006.92,37,19.25,1517,2513,-23,-3,20,-90
1921,0,78.22277832,15.65229034,15.2,10,49,32,8,1006.93,37,19.23,1515,2511,-23,-3,20,-90
1922,0,78.22277832,15.65229416,15.3,10,49,33,9,1006.92,37,19.21,1511,2510,-23,-3,20,-87
1923,0,78.22277832,15.65227890,15.2,10,49,34,9,1006.88,37,19.18,1511,2510,-23,-3,20,-88
1924,0,78.22277832,15.65227509,15.3,10,49,35,9,1006.92,38,19.16,1509,2509,-23,-3,20,-88
1925,0,78.22277832,15.65227509,15.3,10,49,36,9,1006.89,38,19.13,1508,2510,-23,-3,20,-88
1926,0,78.22277832,15.65227127,15.3,10,49,37,9,1006.9,38,19.11,1508,2511,-23,-3,20,-89
1927,0,78.22277832,15.65227509,15.3,10,49,38,9,1006.89,38,19.08,1507,2508,-23,-3,20,-88
1928,0,78.22277832,15.65226364,15.3,10,49,39,9,1006.89,38,19.06,1505,2509,-23,-3,20,-88
1929,0,78.22277832,15.65225220,15.2,10,49,40,10,1006.9,38,19.04,1505,2515,-23,-3,20,-88
1930,0,78.22277832,15.65227127,15.3,10,49,41,10,1006.9,38,19.01,1504,2510,-23,-3,20,-90
1931,0,78.22277832,15.65226746,15.3,10,49,42,10,1006.9,38,18.99,1503,2511,-23,-3,20,-89
1932,0,78.22277832,15.65227127,15.3,10,49,43,10,1006.91,38,18.96,1503,2509,-23,-3,20,-89
1933,0,78.22277832,15.65229034,15.4,10,49,44,10,1006.89,38,18.94,1502,2511,-23,-3,20,-91
1934,0,78.22277832,15.65226746,15.3,10,49,45,10,1006.9,38,18.91,1503,2511,-23,-3,20,-93
1935,0,78.22277832,15.65231705,15.4,10,49,46,10,1006.93,38,18.89,1504,2511,-23,-3,20,-92
1936,0,78.22277832,15.65233612,15.5,10,49,47,10,1006.9,38,18.87,1503,2510,-23,-3,20,-92
1937,0,78.22277832,15.65233994,15.6,10,49,48,10,1006.91,38,18.84,1503,2512,-23,-3,20,-92
1938,0,78.22277832,15.65235138,15.6,10,49,49,10,1006.9,38,18.82,1503,2513,-23,-3,20,-93
1939,0,78.22277832,15.65237427,15.7,10,49,50,10,1006.9,38,18.79,1503,2518,-23,-3,20,-90
1940,0,78.22277832,15.65239334,15.7,10,49,51,10,1006.91,38,18.77,1503,2510,-23,-3,20,-91
1941,0,78.22277832,15.65239716,15.7,10,49,52,11,1006.89,38,18.75,1503,2509,-23,-3,20,-91
1942,0,78.22277832,15.65240097,15.7,10,49,53,10,1006.88,38,18.72,1501,2511,-23,-3,20,-91
1943,0,78.22277832,15.65240479,15.6,10,49,54,10,1006.87,38,18.7,1500,2511,-23,-3,20,-91
1944,0,78.22277832,15.65241623,15.7,10,49,55,9,1006.89,38,18.68,1501,2510,-23,-3,20,-91
1945,0,78.22280884,15.65243149,15.7,10,49,56,10,1006.9,38,18.65,1501,2510,-23,-3,20,-93
1946,0,78.22280884,15.65243149,15.7,10,49,57,9,1006.86,38,18.63,1501,2509,-23,-3,20,-92
1947,0,78.22280884,15.65242767,15.7,10,49,58,9,1006.85,38,18.61,1503,2511,-23,-3,20,-89
1948,0,78.22280884,15.65243149,15.7,10,49,59,10,1006.87,39,18.58,1507,2510,-23,-3,20,-89
1949,0,78.22280884,15.65243149,15.7,10,50,0,10,1006.85,39,18.55,1508,2510,-23,-3,20,-90
1950,0,78.22280884,15.65243530,15.7,10,50,1,9,1006.87,39,18.53,1512,2511,-23,-3,20,-90
1951,0,78.22280884,15.65243530,15.7,10,50,2,10,1006.85,39,18.5,1514,2509,-23,-3,20,-88
1952,0,78.22280884,15.65243149,15.6,10,50,3,9,1006.83,39,18.48,1517,2510,-23,-3,20,-88
1953,0,78.22277832,15.65241241,15.5,10,50,4,9,1006.84,39,18.46,1519,2509,-23,-3,20,-90
1954,0,78.22277832,15.65239716,15.6,10,50,5,10,1006.83,39,18.43,1523,2494,-23,-3,20,-92
1956,0,78.22280884,15.65242386,15.6,10,50,7,10,1006.83,39,18.39,1530,2509,-23,-3,20,-92
1957,0,78.22280884,15.65242767,15.6,10,50,8,9,1006.84,39,18.36,1530,2510,-23,-3,20,-92
1958,0,78.22280884,15.65246201,15.7,10,50,9,9,1006.82,39,18.34,1532,2510,-23,-3,20,-91
1959,0,78.22280884,15.65248489,15.7,10,50,10,9,1006.79,39,18.32,1536,2510,-23,-3,20,-91
1960,0,78.22280884,15.65249252,15.7,10,50,11,9,1006.87,39,18.3,1540,2509,-23,-3,20,-89
1961,0,78.22280884,15.65246582,15.7,10,50,12,9,1006.87,39,18.28,1543,2509,-23,-3,20,-90
1962,0,78.22280884,15.65249634,15.7,10,50,13,9,1006.87,39,18.26,1546,2509,-23,-3,20,-91
1963,0,78.22280884,15.65248489,15.8,10,50,14,9,1006.86,39,18.24,1550,2493,-23,-3,20,-90
1964,0,78.22280884,15.65250397,15.8,10,50,15,9,1006.84,39,18.22,1554,2509,-23,-3,20,-90
1965,0,78.22280884,15.65250397,15.8,10,50,16,9,1006.89,39,18.19,1557,2510,-23,-3,20,-91
1966,0,78.22280884,15.65251541,15.8,10,50,17,9,1006.85,39,18.17,1561,2509,-23,-3,20,-88
1967,0,78.22280884,15.65251160,15.8,10,50,18,9,1006.85,39,18.15,1564,2511,-23,-3,20,-93
1968,0,78.22280884,15.65251160,15.8,10,50,19,9,1006.87,39,18.13,1567,2508,-23,-3,20,-87
1969,0,78.22280884,15.65251541,15.9,10,50,20,9,1006.84,39,18.1,1570,2509,-23,-3,20,-91
1970,0,78.22280884,15.65251541,15.8,10,50,21,9,1006.87,39,18.09,1573,2507,-23,-3,20,-91
1971,0,78.22280884,15.65251541,15.8,10,50,22,9,1006.86,39,18.06,1576,2510,-23,-3,20,-92
1972,0,78.22280884,15.65252304,15.8,10,50,23,9,1006.85,39,18.04,1578,2510,-23,-3,20,-98
1973,0,78.22280884,15.65252686,15.9,10,50,24,9,1006.88,39,18.01,1579,2510,-23,-3,20,-95
1974,0,78.22280884,15.65253067,15.9,10,50,25,10,1006.82,40,17.99,1580,2508,-23,-3,20,-91
1975,0,78.22280884,15.65252686,15.8,10,50,26,10,1006.84,40,17.98,1581,2509,-23,-3,20,-94
1976,0,78.22280884,15.65251923,15.8,10,50,27,10,1006.83,40,17.96,1582,2508,-23,-3,20,-94
1977,0,78.22280884,15.65251923,15.8,10,50,28,10,1006.86,40,17.94,1582,2509,-23,-3,20,-92
1978,0,78.22280884,15.65251923,15.7,10,50,29,10,1006.83,40,17.92,1585,2510,-23,-3,20,-94
1979,0,78.22280884,15.65252686,15.8,10,50,30,10,1006.83,40,17.89,1584,2512,-23,-3,20,-93
1980,0,78.22280884,15.65252686,15.8,10,50,31,10,1006.86,40,17.88,1585,2509,-23,-3,20,-92
1981,0,78.22280884,15.65251923,15.7,10,50,32,10,1006.86,40,17.85,1586,2510,-23,-3,20,-95
1982,0,78.22280884,15.65251923,15.7,10,50,33,9,1006.82,40,17.82,1588,2510,-23,-3,20,-89
1983,0,78.22280884,15.65252686,15.8,10,50,34,10,1006.85,40,17.81,1590,2510,-23,-3,20,-89
1984,0,78.22280884,15.65253448,15.8,10,50,35,9,1006.84,40,17.79,1591,2508,-23,-3,20,-88
1985,0,78.22280884,15.65253067,15.7,10,50,36,10,1006.81,40,17.77,1592,2511,-23,-3,20,-88
1986,0,78.22280884,15.65253830,15.8,10,50,37,10,1006.84,40,17.75,1593,2510,-23,-3,20,-89
1987,0,78.22280884,15.65254211,15.8,10,50,38,10,1006.85,40,17.73,1594,2505,-23,-3,20,-89
1988,0,78.22280884,15.65254211,15.8,10,50,39,10,1006.84,40,17.71,1597,2511,-23,-3,20,-88
1989,0,78.22280884,15.65254211,15.6,10,50,40,9,1006.82,40,17.69,1597,2510,-23,-3,20,-87
1990,0,78.22280884,15.65254593,15.8,10,50,41,9,1006.82,40,17.67,1599,2509,-23,-3,20,-85
1991,0,78.22280884,15.65254974,15.7,10,50,42,9,1006.84,40,17.65,1600,2511,-23,-3,20,-84
1992,0,78.22280884,15.65254211,15.7,10,50,43,9,1006.9,40,17.63,1601,2511,-23,-3,20,-84
1993,0,78.22280884,15.65255356,15.8,10,50,44,9,1006.88,40,17.61,1602,2510,-23,-3,20,-85
1994,0,78.22280884,15.65256119,15.8,10,50,45,10,1006.85,40,17.59,1602,2508,-23,-3,20,-85
1995,0,78.22280884,15.65255356,15.7,10,50,46,10,1006.84,40,17.57,1603,2510,-23,-3,20,-85
1996,0,78.22280884,15.65256119,15.8,10,50,47,10,1006.86,40,17.55,1603,2511,-23,-3,20,-85
1997,0,78.22280884,15.65257263,15.9,10,50,48,10,1006.84,40,17.53,1603,2511,-23,-3,20,-85
1998,0,78.22280884,15.65257645,15.9,10,50,49,10,1006.83,40,17.51,1603,2511,-23,-3,20,-85
1999,0,78.22280884,15.65256500,15.8,10,50,50,10,1006.84,40,17.49,1602,2512,-23,-3,20,-85
2000,0,78.22280884,15.65259171,15.9,10,50,51,10,1006.85,40,17.47,1602,2511,-23,-3,20,-85
2001,0,78.22280884,15.65257645,15.9,10,50,52,10,1006.81,41,17.45,1602,2509,-23,-3,20,-85
2002,0,78.22280884,15.65258408,15.8,10,50,53,10,1006.84,41,17.43,1602,2511,-23,-3,20,-85
2003,0,78.22280884,15.65257263,15.7,10,50,54,10,1006.83,41,17.41,1602,2515,-23,-3,20,-86
2004,0,78.22280884,15.65258026,15.9,10,50,55,10,1006.83,41,17.39,1603,2501,-23,-3,20,-85
2005,0,78.22280884,15.65259171,15.9,10,50,56,10,1006.85,41,17.37,1604,2509,-23,-3,20,-86
2006,0,78.22280884,15.65259552,15.8,10,50,57,10,1006.85,41,17.35,1605,2510,-23,-3,20,-86
2007,0,78.22280884,15.65258789,15.8,10,50,58,9,1006.85,41,17.33,1605,2511,-23,-3,20,-86
2008,0,78.22280884,15.65259171,15.9,10,50,59,9,1006.84,41,17.31,1604,2508,-23,-3,20,-85
2009,0,78.22280884,15.65259933,15.7,10,51,0,9,1006.86,41,17.29,1604,2509,-23,-3,20,-85
2010,0,78.22280884,15.65258789,15.6,10,51,1,9,1006.85,41,17.27,1604,2509,-23,-3,20,-85
2011,0,78.22280884,15.65259171,15.6,10,51,2,9,1006.84,41,17.25,1603,2511,-23,-3,20,-85
2012,0,78.22280884,15.65259552,15.5,10,51,3,9,1006.84,41,17.23,1604,2512,-23,-3,20,-85
2013,0,78.22280884,15.65259933,15.5,10,51,4,9,1006.85,41,17.21,1604,2499,-23,-3,20,-85
2014,0,78.22280884,15.65259933,15.5,10,51,5,9,1006.82,41,17.18,1604,2509,-23,-3,20,-86
2015,0,78.22280884,15.65259552,15.4,10,51,6,9,1006.82,41,17.17,1604,2511,-23,-3,20,-86
2016,0,78.22280884,15.65259552,15.5,10,51,7,9,1006.83,41,17.14,1605,2508,-23,-3,20,-85
2017,0,78.22280884,15.65260696,15.6,10,51,8,9,1006.84,41,17.13,1605,2509,-23,-3,20,-85
2018,0,78.22280884,15.65259933,15.4,10,51,9,9,1006.83,41,17.11,1606,2512,-23,-3,20,-86
2019,0,78.22280884,15.65259171,15.6,10,51,10,9,1006.81,41,17.09,1606,2511,-23,-3,20,-86
2020,0,78.22280884,15.65259933,15.5,10,51,11,9,1006.83,41,17.07,1606,2510,-23,-3,20,-85
2021,0,78.22280884,15.65260696,15.4,10,51,12,9,1006.82,41,17.05,1606,2510,-23,-3,20,-86
2022,0,78.22280884,15.65260315,15.2,10,51,13,9,1006.84,41,17.03,1607,2511,-23,-3,20,-85
2023,0,78.22280884,15.65260315,15.4,10,51,14,9,1006.84,41,17.01,1607,2509,-23,-3,20,-86
2024,0,78.22280884,15.65260696,15.3,10,51,15,9,1006.82,41,16.99,1608,2509,-23,-3,20,-85
2025,0,78.22280884,15.65260696,15.2,10,51,16,9,1006.8,41,16.97,1607,2511,-23,-3,20,-85
2026,0,78.22280884,15.65261078,15.4,10,51,17,9,1006.83,41,16.96,1607,2509,-23,-3,20,-85
2027,0,78.22280884,15.65261841,15.4,10,51,18,9,1006.85,41,16.94,1609,2509,-23,-3,20,-84
2028,0,78.22280884,15.65262222,15.4,10,51,19,9,1006.82,42,16.91,1610,2514,-23,-3,20,-85
2029,0,78.22280884,15.65261841,15.3,10,51,20,9,1006.82,42,16.9,1610,2509,-23,-3,20,-85
2030,0,78.22280884,15.65261841,15.4,10,51,21,9,1006.82,42,16.87,1611,2510,-23,-3,20,-86
2031,0,78.22280884,15.65262985,15.5,10,51,22,9,1006.85,42,16.86,1612,2510,-23,-3,20,-85
2032,0,78.22280884,15.65263748,15.5,10,51,23,9,1006.82,42,16.84,1612,2510,-23,-3,20,-85
2033,0,78.22280884,15.65263367,15.3,10,51,24,9,1006.84,42,16.82,1613,2508,-23,-3,20,-85
2034,0,78.22280884,15.65263367,15.4,10,51,25,9,1006.85,42,16.8,1613,2506,-23,-3,20,-85
2035,0,78.22280884,15.65263367,15.4,10,51,26,9,1006.85,42,16.79,1613,2510,-23,-3,20,-85
2036,0,78.22280884,15.65263748,15.4,10,51,27,9,1006.86,42,16.76,1614,2518,-23,-3,20,-85
2037,0,78.22280884,15.65263748,15.5,10,51,28,9,1006.83,42,16.74,1614,2525,-23,-3,20,-86
2038,0,78.22283936,15.65266037,15.7,10,51,29,9,1006.84,42,16.73,1614,2510,-23,-3,20,-85
2039,0,78.22283936,15.65266037,15.7,10,51,30,9,1006.82,42,16.71,1614,2508,-23,-3,20,-86
2040,0,78.22283936,15.65265656,15.8,10,51,31,9,1006.84,42,16.7,1615,2509,-23,-3,20,-85
2041,0,78.22283936,15.65266418,15.8,10,51,32,9,1006.84,42,16.68,1615,2510,-23,-3,20,-85
2042,0,78.22283936,15.65266037,15.8,10,51,33,9,1006.82,42,16.66,1615,2509,-23,-3,20,-85
2043,0,78.22283936,15.65266418,15.8,10,51,34,9,1006.85,42,16.64,1614,2509,-23,-3,20,-86
2044,0,78.22283936,15.65265656,15.7,10,51,35,9,1006.83,42,16.62,1614,2509,-23,-3,20,-86
2045,0,78.22283936,15.65266037,15.7,10,51,36,9,1006.83,42,16.61,1614,2510,-23,-3,20,-86
2046,0,78.22283936,15.65266418,15.7,10,51,37,9,1006.84,42,16.59,1612,2510,-23,-3,20,-85
2047,0,78.22283936,15.65266800,15.6,10,51,38,9,1006.85,42,16.58,1612,2511,-23,-3,20,-86
2048,0,78.22283936,15.65267181,15.6,10,51,39,9,1006.86,42,16.55,1612,2509,-23,-3,20,-86
2049,0,78.22283936,15.65267563,15.6,10,51,40,10,1006.85,42,16.53,1612,2509,-23,-3,20,-86
2050,0,78.22283936,15.65267181,15.6,10,51,41,10,1006.84,42,16.52,1612,2510,-23,-3,20,-85
2051,0,78.22283936,15.65267563,15.5,10,51,42,10,1006.81,42,16.5,1612,2510,-23,-3,20,-85
2052,0,78.22283936,15.65267944,15.5,10,51,43,10,1006.82,42,16.48,1612,2512,-23,-3,20,-86
2053,0,78.22283936,15.65268326,15.5,10,51,44,10,1006.84,42,16.47,1612,2510,-23,-3,20,-85
2054,0,78.22283936,15.65268707,15.5,10,51,45,10,1006.82,42,16.45,1612,2509,-23,-3,20,-85
2055,0,78.22283936,15.65267563,15.5,10,51,46,10,1006.84,42,16.43,1612,2511,-23,-3,20,-85
2056,0,78.22283936,15.65267181,15.5,10,51,47,10,1006.8,42,16.42,1612,2509,-23,-3,20,-86
2057,0,78.22283936,15.65268326,15.5,10,51,48,10,1006.82,42,16.4,1612,2509,-23,-3,20,-85
2058,0,78.22283936,15.65266800,15.5,10,51,49,10,1006.83,42,16.38,1613,2511,-23,-3,20,-85
2059,0,78.22283936,15.65266037,15.5,10,51,50,10,1006.84,42,16.36,1612,2511,-23,-3,20,-85
2060,0,78.22283936,15.65266800,15.6,10,51,51,10,1006.83,42,16.35,1612,2508,-23,-3,20,-85
2061,0,78.22283936,15.65267563,15.6,10,51,52,10,1006.82,42,16.33,1612,2510,-23,-3,20,-86
2062,0,78.22283936,15.65267563,15.5,10,51,53,10,1006.82,42,16.32,1611,2519,-23,-3,20,-86
2063,0,78.22283936,15.65268326,15.5,10,51,54,10,1006.79,42,16.3,1609,2510,-23,-3,20,-85
2064,0,78.22283936,15.65268707,15.5,10,51,55,10,1006.8,42,16.29,1607,2511,-23,-3,20,-85
2065,0,78.22283936,15.65268326,15.3,10,51,56,10,1006.81,42,16.28,1605,2510,-23,-3,20,-86
2066,0,78.22283936,15.65269089,15.3,10,51,57,10,1006.8,42,16.27,1601,2509,-23,-3,20,-85
2067,0,78.22283936,15.65269470,15.3,10,51,58,10,1006.81,42,16.26,1598,2510,-23,-3,20,-85
2068,0,78.22283936,15.65268326,15.4,10,51,59,10,1006.79,42,16.25,1596,2510,-23,-3,20,-85
2069,0,78.22283936,15.65269089,15.3,10,52,0,10,1006.79,43,16.23,1595,2509,-23,-3,20,-86
2070,0,78.22283936,15.65268707,15.3,10,52,1,10,1006.78,43,16.22,1594,2514,-23,-3,20,-85
2071,0,78.22283936,15.65269089,15.3,10,52,2,10,1006.78,43,16.2,1592,2512,-23,-3,20,-86
2072,0,78.22283936,15.65269470,15.3,10,52,3,10,1006.78,43,16.19,1593,2511,-23,-3,20,-86
2073,0,78.22283936,15.65270996,15.1,10,52,4,10,1006.79,43,16.18,1592,2511,-23,-3,20,-86
2074,0,78.22283936,15.65270996,15.1,10,52,5,10,1006.79,43,16.17,1589,2510,-23,-3,20,-86
2075,0,78.22283936,15.65270996,15.1,10,52,6,10,1006.82,43,16.15,1584,2509,-23,-3,20,-87
2076,0,78.22283936,15.65270615,15.1,10,52,7,10,1006.83,43,16.13,1583,2511,-23,-3,20,-87
2077,0,78.22283936,15.65270615,15.1,10,52,8,10,1006.83,43,16.12,1584,2510,-23,-3,20,-86
2078,0,78.22283936,15.65270615,15.1,10,52,9,10,1006.81,43,16.1,1584,2524,-23,-3,20,-86
2079,0,78.22283936,15.65271378,15.0,10,52,10,10,1006.82,43,16.09,1581,2509,-23,-3,20,-86
2080,0,78.22283936,15.65271759,14.9,10,52,11,10,1006.81,43,16.07,1582,2510,-23,-3,20,-86
2081,0,78.22283936,15.65271759,14.9,10,52,12,10,1006.81,43,16.06,1582,2511,-23,-3,20,-86
2082,0,78.22283936,15.65271759,14.9,10,52,13,10,1006.8,43,16.05,1582,2511,-23,-3,20,-85
2083,0,78.22283936,15.65271759,14.9,10,52,14,10,1006.82,43,16.04,1582,2510,-23,-3,20,-85
2084,0,78.22283936,15.65272522,14.9,10,52,15,10,1006.82,43,16.02,1582,2509,-23,-3,20,-86
2085,0,78.22283936,15.65272141,14.9,10,52,16,10,1006.85,43,16.02,1583,2510,-23,-3,20,-86
2086,0,78.22283936,15.65272903,14.8,10,52,17,10,1006.8,43,16.0,1583,2511,-23,-3,20,-86
2087,0,78.22283936,15.65273666,14.8,10,52,18,10,1006.83,43,16.0,1583,2506,-23,-3,20,-86
2088,0,78.22283936,15.65273666,14.8,10,52,19,10,1006.82,43,15.98,1584,2511,-23,-3,20,-85
2089,0,78.22283936,15.65273666,14.8,10,52,20,10,1006.79,43,15.97,1585,2510,-23,-3,20,-86
2090,0,78.22283936,15.65273666,14.9,10,52,21,9,1006.79,43,15.96,1584,2508,-23,-3,20,-85
2091,0,78.22283936,15.65273666,15.0,10,52,22,9,1006.79,43,15.95,1586,2510,-23,-3,20,-86
2092,0,78.22283936,15.65272903,14.8,10,52,23,9,1006.8,43,15.95,1587,2507,-23,-3,20,-85
2093,0,78.22283936,15.65274048,14.8,10,52,24,9,1006.8,43,15.93,1587,2509,-23,-3,20,-86
2094,0,78.22283936,15.65274048,14.8,10,52,25,10,1006.77,43,15.92,1587,2510,-23,-3,20,-85
2095,0,78.22283936,15.65274048,14.8,10,52,26,10,1006.8,43,15.92,1589,2510,-23,-3,20,-86
2096,0,78.22283936,15.65275192,14.9,10,52,27,9,1006.81,43,15.9,1589,2508,-23,-3,20,-85
2097,0,78.22283936,15.65275192,14.8,10,52,28,10,1006.78,43,15.89,1587,2510,-23,-3,20,-85
2098,0,78.22283936,15.65274811,14.8,10,52,29,10,1006.76,43,15.88,1586,2510,-23,-3,20,-85
2099,0,78.22283936,15.65276718,14.8,10,52,30,10,1006.76,43,15.87,1586,2510,-23,-3,20,-84
2100,0,78.22283936,15.65275574,14.8,10,52,31,10,1006.78,43,15.86,1586,2511,-23,-3,20,-84
2101,0,78.22283936,15.65276337,14.7,10,52,32,10,1006.79,43,15.85,1585,2510,-23,-3,20,-83
2102,0,78.22283936,15.65276337,14.7,10,52,33,10,1006.79,43,15.84,1583,2509,-23,-3,20,-84
2103,0,78.22283936,15.65276337,14.8,10,52,34,10,1006.81,43,15.83,1577,2510,-23,-3,20,-84
2104,0,78.22283936,15.65276337,14.8,10,52,35,10,1006.82,43,15.82,1574,2505,-23,-3,20,-84
2105,0,78.22283936,15.65275574,14.7,10,52,36,10,1006.81,43,15.8,1573,2510,-23,-3,20,-85
2106,0,78.22283936,15.65276718,14.9,10,52,37,10,1006.84,44,15.78,1573,2511,-23,-3,20,-85
2107,0,78.22283936,15.65277100,14.8,10,52,38,9,1006.82,44,15.77,1572,2509,-23,-3,20,-85
2108,0,78.22283936,15.65276337,14.7,10,52,39,11,1006.84,44,15.76,1572,2510,-23,-3,20,-86
2109,0,78.22283936,15.65275955,14.5,10,52,40,11,1006.85,44,15.75,1572,2510,-23,-3,20,-86
2110,0,78.22283936,15.65276718,14.6,10,52,41,11,1006.84,44,15.74,1572,2511,-23,-3,20,-85
2111,0,78.22283936,15.65275955,14.5,10,52,42,11,1006.86,44,15.72,1570,2508,-23,-3,20,-86
2112,0,78.22283936,15.65276337,14.5,10,52,43,11,1006.83,44,15.71,1570,2508,-23,-3,20,-85
2113,0,78.22283936,15.65275955,14.3,10,52,44,11,1006.86,44,15.69,1570,2509,-23,-3,20,-86
2114,0,78.22283936,15.65275192,14.3,10,52,45,11,1006.83,44,15.69,1570,2507,-23,-3,20,-86
2115,0,78.22283936,15.65275574,14.4,10,52,46,11,1006.8,44,15.68,1569,2509,-23,-3,20,-85
2116,0,78.22283936,15.65275955,14.4,10,52,47,11,1006.82,44,15.66,1571,2508,-23,-3,20,-86
2117,0,78.22283936,15.65275192,14.5,10,52,48,11,1006.85,44,15.66,1571,2511,-23,-3,20,-86
2118,0,78.22283936,15.65275192,14.5,10,52,49,11,1006.79,44,15.65,1571,2509,-23,-3,20,-86
2119,0,78.22283936,15.65275192,14.6,10,52,50,11,1006.78,44,15.63,1573,2509,-23,-3,20,-85
